,label,youtube_id,time_start,time_end,split
15872,robot dancing,QxrnUdKa2wg,53,63,validate
15896,dancing ballet,R0MoZJj47jg,61,71,validate
15911,robot dancing,R351TMwad2A,22,32,validate
16159,dancing ballet,Rgu86-9AiEU,133,143,validate
16293,robot dancing,S1ZqDakQYUs,9,19,validate
16566,robot dancing,SjKp501MUQE,251,261,validate
16608,robot dancing,SrbyQFf3ySY,1,11,validate
16618,robot dancing,St_7Wl_Dr1s,0,10,validate
16669,robot dancing,T18ONR6W0l0,7,17,validate
16708,robot dancing,T7-QDChthFk,108,118,validate
16709,robot dancing,T79fv22H_pA,137,147,validate
16751,robot dancing,TCVX5dOO6AI,227,237,validate
16762,robot dancing,TECxUAKnddE,101,111,validate
16903,robot dancing,Td09-JwKdhU,10,20,validate
17135,robot dancing,UEuJvGDDF70,53,63,validate
17146,robot dancing,UHE1lo9yOE8,0,10,validate
17216,country line dancing,USXvlxSJN5I,82,92,validate
17295,country line dancing,Uf_Vt012mp4,33,43,validate
17431,robot dancing,V2aYXNLuEPM,97,107,validate
17434,robot dancing,V2hSpr66jR0,27,37,validate
17439,robot dancing,V3VCExB2EJo,0,10,validate
17441,robot dancing,V3tEXrVPCEo,5,15,validate
17499,belly dancing,VEQUN7aXGkg,0,10,validate
17532,country line dancing,VImVfQROxoc,58,68,validate
17535,belly dancing,VJ74OB9om34,188,198,validate
17538,belly dancing,VJpPdf4EjBw,0,10,validate
17550,country line dancing,VM3jZsiAhQ8,113,123,validate
17607,country line dancing,VU7UGv84Y6Q,189,199,validate
17660,country line dancing,VelRD1P0k5k,119,129,validate
17676,robot dancing,ViIHLguq238,21,31,validate
17745,country line dancing,VuF_bEzNhSc,38,48,validate
17770,belly dancing,Vx9ooS1R96g,130,140,validate
17780,belly dancing,VyR1CgZlMZ4,202,212,validate
17781,country line dancing,VyT-0zMzgVg,50,60,validate
17786,robot dancing,W-0ZnqgVpuo,43,53,validate
17792,robot dancing,W0BviJ3EP9o,17,27,validate
17821,robot dancing,W6e4GhmbvTk,0,10,validate
17853,country line dancing,WCod7ANgOq0,197,207,validate
17938,belly dancing,WYSz4cokR3w,19,29,validate
17951,robot dancing,W_vjngoTmGw,64,74,validate
17964,belly dancing,WbM5XU7N458,210,220,validate
17972,robot dancing,WcBpcBDzjhc,67,77,validate
18105,robot dancing,X1vfr7Tv4GU,0,10,validate
18149,belly dancing,XAnQuSUG4nc,7,17,validate
18215,belly dancing,XNXLGjadxfs,9,19,validate
18277,country line dancing,XfTpdlT60zg,67,77,validate
18288,belly dancing,XhkKng_G66U,2,12,validate
18315,country line dancing,Xo3SaMtLsn0,48,58,validate
18588,belly dancing,YkoLlOXfIyI,267,277,validate
18651,country line dancing,Z1a8FpuYpFs,23,33,validate
18659,country line dancing,Z2PNiD12qlM,157,167,validate
18743,country line dancing,ZNavnbdgKRQ,37,47,validate
18778,country line dancing,ZYPcrMP77HI,13,23,validate
18821,country line dancing,ZhgAlfOz3w0,29,39,validate
18832,country line dancing,Zk2um2kgC6U,1,11,validate
18860,country line dancing,Zs6yLeJk8z0,65,75,validate
19100,belly dancing,_miHRYvE2B4,97,107,validate
19120,country line dancing,_sfoD5R4f-c,82,92,validate
19255,tap dancing,a4C581-fua4,7,17,validate
19298,breakdancing,a5Tre8FtNWM,6,16,validate
19320,tap dancing,a63hcl5PPMI,363,373,validate
19326,tap dancing,a6UdKAo-shQ,14,24,validate
19361,breakdancing,a8E9chycbxU,64,74,validate
19382,breakdancing,a9mPFLm3QlY,283,293,validate
19414,tap dancing,aB9zmzZFUqU,24,34,validate
19530,breakdancing,aGhukADdu5A,10,20,validate
19722,salsa dancing,aS-Waz9np0o,127,137,validate
19743,tango dancing,aTBiyfnbbH0,65,75,validate
19767,belly dancing,aV7yHLRQvNw,49,59,validate
19844,salsa dancing,a_6lbkkmLkk,94,104,validate
20055,tango dancing,aj1d90iJH1I,155,165,validate
20088,breakdancing,akmYzbGChro,60,70,validate
20186,salsa dancing,ar7AHg1Th4M,1,11,validate
20242,salsa dancing,auAcbpwDCCg,144,154,validate
20351,tap dancing,b0QonOqLIDg,37,47,validate
20564,salsa dancing,bB2rDmm3bis,26,36,validate
20603,salsa dancing,bCUUCoDT1Ok,254,264,validate
20640,tap dancing,bEkzA9En1DY,48,58,validate
20696,salsa dancing,bHepcm-nWNY,45,55,validate
20811,salsa dancing,bP0TRhGtkaM,45,55,validate
20911,tango dancing,bVdLHIbWc5A,63,73,validate
20981,tap dancing,baGNS-Tm1ck,16,26,validate
21049,tango dancing,beDntjdi7SM,25,35,validate
21175,salsa dancing,blptHRrlZu8,2,12,validate
21191,salsa dancing,bncQ2ZHXRaw,198,208,validate
21250,salsa dancing,brFFCO1gvVw,104,114,validate
21353,salsa dancing,c-13Rqxn4zI,17,27,validate
21362,dancing macarena,c-GUe47inss,28,38,validate
21564,salsa dancing,cAiRq8pZQ3A,102,112,validate
21584,tango dancing,cBheJ-LKfxo,90,100,validate
21630,country line dancing,cEVQ2MLKFHI,81,91,validate
21697,salsa dancing,cIbzxjiW7H4,8,18,validate
21713,salsa dancing,cKVjwADNL_Q,111,121,validate
21771,country line dancing,cR45gStpYhA,4,14,validate
21832,tango dancing,cZTQmKoveqI,62,72,validate
21854,swing dancing,caHVqn-5wRA,151,161,validate
21934,salsa dancing,cegnCGfBoBo,3,13,validate
21989,salsa dancing,cinka749_o4,29,39,validate
22005,salsa dancing,ckBqUna31IE,79,89,validate
22101,salsa dancing,cv_RCm_JwOg,46,56,validate
22128,tango dancing,cz6A1docGAs,165,175,validate
22136,salsa dancing,czVJQ1cev0A,131,141,validate
22157,swing dancing,d00FblZgN54,0,10,validate
22164,swing dancing,d0Is1OQkvKo,1,11,validate
22167,tango dancing,d0PWShgwjWQ,62,72,validate
22172,dancing macarena,d0o7Xp6in7A,39,49,validate
22200,salsa dancing,d2iZ6O-hJuA,149,159,validate
22210,dancing macarena,d3RbqMrqUIc,7,17,validate
22286,dancing macarena,d9o_-odOVE8,8,18,validate
22292,dancing charleston,dAGkS65q0Ww,44,54,validate
22299,dancing macarena,dAibf8EwLuA,7,17,validate
22308,swing dancing,dBF_Gn84PpQ,71,81,validate
22324,salsa dancing,dCVK-9VlNG4,46,56,validate
22378,tango dancing,dGdgN1XP88o,148,158,validate
22381,salsa dancing,dGpsMrIQv2E,94,104,validate
22389,dancing macarena,dHRQ1zKdGZg,0,10,validate
22435,belly dancing,dLZk5a9iO3I,144,154,validate
22480,salsa dancing,dROKUBZiFrs,61,71,validate
22484,tango dancing,dRdkS4QnIHc,145,155,validate
22487,belly dancing,dRf26obbxh4,432,442,validate
22489,swing dancing,dSAOV6XEjXA,118,128,validate
22491,dancing ballet,dSIwNrrpouI,46,56,validate
22510,salsa dancing,dUMRugdIzJM,78,88,validate
22557,swing dancing,dal4FopPWsY,4,14,validate
22558,swing dancing,das8v6ybddE,88,98,validate
22582,salsa dancing,dd5xxMfCDqU,60,70,validate
22606,dancing charleston,dfCQ-ckCwKg,33,43,validate
22659,swing dancing,dl5jeOnkKkM,169,179,validate
22715,salsa dancing,dv0_HqKVDNo,53,63,validate
22731,dancing charleston,dwyvh7oaKaI,111,121,validate
22737,belly dancing,dy6Qway7cGQ,346,356,validate
22760,salsa dancing,e0R8Q3Rz0-s,155,165,validate
22778,square dancing,e1Dc7cDRg1Q,44,54,validate
22800,dancing macarena,e2ZTnE41eWU,36,46,validate
22801,salsa dancing,e2jhP3KarH8,29,39,validate
22804,swing dancing,e313l5mAku4,31,41,validate
22854,dancing charleston,e7HWGj6O3SM,104,114,validate
22857,dancing macarena,e7RnKPEwRv4,73,83,validate
22878,belly dancing,e8nVLYENM-U,576,586,validate
22909,dancing charleston,eApcqn8S79s,1,11,validate
22919,dancing macarena,eBlAnkv7kB8,57,67,validate
22923,dancing charleston,eByHGKuHC4s,41,51,validate
22992,swing dancing,eHSOz1GSznM,375,385,validate
23022,swing dancing,eJOlSEZyUOc,14,24,validate
23037,square dancing,eL8GXh33IGg,359,369,validate
23058,swing dancing,eMtwwLHFc_c,10,20,validate
23092,dancing charleston,eQesDwTPnhU,104,114,validate
23103,swing dancing,eSuXf6-La6Q,40,50,validate
23161,dancing charleston,eaEuQ5Fvqg8,32,42,validate
23178,dancing macarena,ec0hBU36YW4,88,98,validate
23181,salsa dancing,ec61sWrn504,34,44,validate
23208,swing dancing,eee1G7SCTq4,71,81,validate
23220,jumpstyle dancing,efH5L5Wtrxc,3,13,validate
23384,dancing ballet,exrk7qoh6V4,153,163,validate
23413,square dancing,f-iUGubGaVM,87,97,validate
23437,square dancing,f1Y2loTBKGw,7,17,validate
23475,dancing macarena,f54GiG2_oV0,132,142,validate
23478,jumpstyle dancing,f5EllxL0lhk,84,94,validate
23516,dancing macarena,f7hOfqsQEEI,55,65,validate
23566,swing dancing,fBdCo5Or2qw,0,10,validate
23573,square dancing,fBw9ER-QJXQ,448,458,validate
23589,dancing charleston,fDms69WZYq8,116,126,validate
23596,swing dancing,fEIIEFLY9NU,317,327,validate
23680,dancing ballet,fMRmeQPx0Fk,2,12,validate
23702,square dancing,fP8zMMF3XwI,171,181,validate
23724,square dancing,fRG4WNTpFFc,96,106,validate
23768,tango dancing,fXY03C0bqHk,91,101,validate
23809,square dancing,fbd1iFmyjv0,43,53,validate
23849,swing dancing,feiHvkFUPZI,80,90,validate
23854,swing dancing,ff5Dxqyy120,73,83,validate
23888,swing dancing,fiDCFC_4upM,30,40,validate
23893,swing dancing,fiifUT9Irns,1,11,validate
23933,square dancing,fmZj6ZyHcu0,12,22,validate
24017,jumpstyle dancing,fvjr-AhuNHs,51,61,validate
24024,belly dancing,fwiK3A6GXT0,216,226,validate
24025,swing dancing,fwpgXl1lEsg,678,688,validate
24039,belly dancing,fyxDjYK5dDY,10,20,validate
24059,swing dancing,g09u1jtx05o,42,52,validate
24082,jumpstyle dancing,g1pSnsLnHAM,40,50,validate
24102,dancing charleston,g2venD2HkJY,20,30,validate
24103,dancing charleston,g31TXcccHDg,68,78,validate
24105,square dancing,g33CLZwkOkY,9,19,validate
24141,dancing charleston,g5EN-wPzvxU,11,21,validate
24177,belly dancing,g8pUCTrYtos,107,117,validate
24179,dancing macarena,g8qyrd91af4,77,87,validate
24189,dancing macarena,gAISMWTNGo8,0,10,validate
24205,square dancing,gBxoZ2lyt_E,319,329,validate
24209,dancing charleston,gCBackb5S7I,46,56,validate
24247,swing dancing,gGj_8Lu7i7Q,207,217,validate
24310,tango dancing,gNSHgLKLQAM,176,186,validate
24341,square dancing,gRAi3YcAWaU,115,125,validate
24368,swing dancing,gW0OUtFBqmQ,142,152,validate
24411,swing dancing,gasvWX1vjXc,144,154,validate
24452,dancing macarena,gdQzIm0_IIw,107,117,validate
24454,dancing macarena,gdRGzBcwK_o,11,21,validate
24562,dancing charleston,gnlFrhWbZko,20,30,validate
24667,dancing macarena,h10k4yA3PeU,15,25,validate
24690,jumpstyle dancing,h2oaQckatao,53,63,validate
24697,jumpstyle dancing,h3T_AD63bC4,83,93,validate
24711,dancing gangnam style,h4hp0ZO9aMs,13,23,validate
24716,jumpstyle dancing,h545BpeQ_dY,54,64,validate
24717,dancing charleston,h54_GFCmv9k,32,42,validate
24726,dancing charleston,h6Jk4BDdKUk,67,77,validate
24728,dancing charleston,h6SJWlmeggg,89,99,validate
24750,dancing macarena,h8Ayhh_sYEU,0,10,validate
24757,dancing ballet,h8ei1AtYeqU,172,182,validate
24760,square dancing,h8sUpJRkLsc,196,206,validate
24765,dancing ballet,h9IKUyWWrfU,220,230,validate
24804,square dancing,hChCMreCCL0,170,180,validate
24836,tango dancing,hGHNNjiqt3I,50,60,validate
24889,swing dancing,hMpieWmuvB8,140,150,validate
24934,mosh pit dancing,hTIVDdTCbNM,20,30,validate
24957,tango dancing,hWz9b8iS4Pg,48,58,validate
24978,dancing charleston,hZTYyJM_09c,18,28,validate
25002,dancing macarena,hbR7eooz9Gc,66,76,validate
25052,dancing charleston,hfe-sdNRg_s,100,110,validate
25073,dancing macarena,hhCJJuNWjI0,12,22,validate
25110,square dancing,hkIUTKKO8c8,727,737,validate
25129,square dancing,hmKavWcKAss,55,65,validate
25240,mosh pit dancing,i-c_o_cHkrU,24,34,validate
25258,jumpstyle dancing,i0ofJXEq0J0,125,135,validate
25274,jumpstyle dancing,i20HZoxUrCU,54,64,validate
25285,square dancing,i2mN0skfsQw,185,195,validate
25287,dancing gangnam style,i2rxhvv_XGg,14,24,validate
25292,dancing charleston,i34yAopuzeY,159,169,validate
25345,mosh pit dancing,i6bdVERS0C4,25,35,validate
25371,dancing gangnam style,i8eRil8qm0E,35,45,validate
25380,jumpstyle dancing,i9eZ_X3z6ZM,2,12,validate
25383,tango dancing,i9t8gn5x4NA,30,40,validate
25384,jumpstyle dancing,iA3Vds5tqUE,45,55,validate
25391,dancing ballet,iASjuueo6FA,34,44,validate
25401,tango dancing,iBSPgEW4mLU,44,54,validate
25406,jumpstyle dancing,iBhgVxNvC_o,257,267,validate
25436,dancing charleston,iDpYVPQ0aEQ,48,58,validate
25465,dancing gangnam style,iGHhv4gk2Uk,15,25,validate
25470,dancing charleston,iH8sxrMO62Y,168,178,validate
25488,dancing gangnam style,iIkTaMqRvfA,191,201,validate
25496,dancing charleston,iJUnvi6VEQ8,48,58,validate
25511,dancing charleston,iKiiy8t5HpY,0,10,validate
25577,belly dancing,iSHEDO7xhv0,76,86,validate
25612,dancing ballet,iWL8uhrduVI,24,34,validate
25618,mosh pit dancing,iWf6Z-sjUbI,11,21,validate
25706,jumpstyle dancing,ie0Q-WNSnfA,35,45,validate
25710,dancing gangnam style,ieBSu_rHwOg,17,27,validate
25747,dancing charleston,ihLR96ejfMU,0,10,validate
25769,mosh pit dancing,ik18kNwdBpc,412,422,validate
25811,tango dancing,ipW2AraiBQA,76,86,validate
25819,mosh pit dancing,iqBxcboAjwE,9,19,validate
25940,mosh pit dancing,j3_dRAuGYOk,53,63,validate
25944,jumpstyle dancing,j4-NxDU32Ro,0,10,validate
25974,jumpstyle dancing,j6_L2sxM7Dg,67,77,validate
26016,jumpstyle dancing,j9VTrDO3PC0,17,27,validate
26140,dancing ballet,jLMpBUhVEsk,0,10,validate
26193,dancing ballet,jRoJsjR-KHk,28,38,validate
26211,mosh pit dancing,jTy7IYzJzco,26,36,validate
26216,mosh pit dancing,jV2h8YIhv2w,5,15,validate
26241,dancing gangnam style,jZCJeJ9q364,40,50,validate
26346,square dancing,jkJChmtpjtA,151,161,validate
26426,dancing ballet,jt_MQCrxSnU,131,141,validate
26438,mosh pit dancing,jvJZ3w5Wjwg,61,71,validate
26440,mosh pit dancing,jvYGu_7qICA,0,10,validate
26471,mosh pit dancing,k-jJsEZB7lk,5,15,validate
26531,jumpstyle dancing,k5kuthFHBio,8,18,validate
26559,dancing gangnam style,k7gAfz2cRYU,22,32,validate
26687,dancing ballet,kLhiODc9AR8,84,94,validate
26697,mosh pit dancing,kNFJiw3Yev0,59,69,validate
26751,mosh pit dancing,kVHZqf-MMxc,0,10,validate
26758,mosh pit dancing,kW5Afxy8A0Y,54,64,validate
26813,dancing gangnam style,kbGask48_58,0,10,validate
26859,tango dancing,kgOgBErCaBU,231,241,validate
26884,mosh pit dancing,kiiwwC9fL0A,9,19,validate
26899,tango dancing,kjhcMeM2yjM,0,10,validate
26969,dancing gangnam style,kpw7h8IRcOc,17,27,validate
26995,dancing ballet,ksz-YQxP9Tg,29,39,validate
27020,dancing ballet,kwstVnb_-bk,12,22,validate
27032,mosh pit dancing,kz5uURm9X1o,31,41,validate
27069,mosh pit dancing,l1_jtaFCFMg,4,14,validate
27123,dancing ballet,l6EQNDeyQG4,175,185,validate
27197,mosh pit dancing,lCzqc6nPZ-g,13,23,validate
27266,mosh pit dancing,lKIYA4VXiWk,15,25,validate
27301,dancing ballet,lOjbygZa3oU,32,42,validate
27375,mosh pit dancing,lZKCZC98Qy8,53,63,validate
27428,dancing gangnam style,ld9ZjgPyQRk,27,37,validate
27445,mosh pit dancing,leWZoVgyHck,56,66,validate
27491,dancing ballet,lhwnvkl9-DM,229,239,validate
27511,dancing ballet,ljJz4Z6TkWY,0,10,validate
27535,tango dancing,lm6SjB582t0,48,58,validate
27537,mosh pit dancing,lmDPuWaPyJ4,0,10,validate
27638,mosh pit dancing,lxHfW15utJc,6,16,validate
27777,dancing gangnam style,m7rLtOL5Zrc,66,76,validate
27876,mosh pit dancing,mHoHvZET1U8,42,52,validate
27950,dancing gangnam style,mRYikD5jIrg,33,43,validate
27977,mosh pit dancing,mV1PqVkRfOU,195,205,validate
28074,belly dancing,mf5F6qqC8wg,99,109,validate
28091,dancing gangnam style,mghwXVqNG-4,1,11,validate
28126,mosh pit dancing,mllpIV_uE84,28,38,validate
28157,mosh pit dancing,mpK9NVdWMJc,7,17,validate
28261,tango dancing,n0ku93VJCyE,84,94,validate
28289,dancing gangnam style,n2dEmKi-osY,7,17,validate
28352,dancing gangnam style,n9Bpq44DJ1M,20,30,validate
28390,dancing ballet,nDOISGVx3IM,0,10,validate
28405,dancing ballet,nFC6HgpkRLY,2,12,validate
28449,dancing gangnam style,nLXzRPnt9uI,25,35,validate
28617,dancing gangnam style,ndoH9PmMxIs,0,10,validate
28627,dancing gangnam style,neKQpF7wZSI,21,31,validate
28662,dancing gangnam style,nicDnG7fq0A,7,17,validate
28978,tango dancing,oKZR6EGBmfU,2,12,validate
29094,dancing ballet,o_IzBAc09kg,24,34,validate
29236,tango dancing,oq5gRTKyne4,23,33,validate
29237,dancing ballet,oq6GGeSRb7s,40,50,validate
29374,tango dancing,p5WtozvE10g,115,125,validate
29404,dancing ballet,p9BRsHBMOw0,190,200,validate
29582,dancing ballet,pWNwRfbprU0,152,162,validate
29677,dancing ballet,pj50FkgN1ys,0,10,validate
29729,dancing ballet,prpGsSDhPak,48,58,validate
29734,dancing ballet,przBjOflSiA,27,37,validate
29802,robot dancing,q1dsdpBtCJw,52,62,validate
30056,robot dancing,qbogeb83Gks,43,53,validate
30069,robot dancing,qdDRld2rQLM,84,94,validate
30230,robot dancing,r1OIHbctw_E,7,17,validate
30254,robot dancing,r4Jocaz7vQw,138,148,validate
30335,robot dancing,rGKRKgU_Gq4,8,18,validate
30684,robot dancing,s3i3OxkRzyQ,2,12,validate
30697,robot dancing,s5_LxoUly64,11,21,validate
30741,robot dancing,sABtuCRPtm4,0,10,validate
30943,robot dancing,sf5WSNC6N_g,56,66,validate
30980,dancing ballet,skJDwQdQVj0,94,104,validate
31168,robot dancing,tCWZwe4KHKE,20,30,validate
31418,country line dancing,tqF9WkcJv18,21,31,validate
31439,country line dancing,tuS0SgZA8So,2,12,validate
31530,country line dancing,u7oMrflWIb0,174,184,validate
31581,country line dancing,uF9xHODHpR4,123,133,validate
31613,robot dancing,uL1NkENtRTg,186,196,validate
31653,country line dancing,uRtz2MoSOR8,138,148,validate
31773,robot dancing,uniKcMYdz0c,8,18,validate
31781,robot dancing,uozGGxArFow,124,134,validate
31803,robot dancing,utg1ksEw8zU,165,175,validate
31885,robot dancing,v7idCw8OMkU,12,22,validate
32064,robot dancing,vc_lVyC6P-A,32,42,validate
32091,belly dancing,vhWoHNBdQHQ,83,93,validate
32201,belly dancing,w-RLPnoOPC4,1,11,validate
32229,robot dancing,w4G-3jfaf0Q,53,63,validate
32248,robot dancing,w8lLrdRlx44,10,20,validate
32259,robot dancing,w9qoLSq4Ux8,33,43,validate
32286,robot dancing,wEiTeX447so,0,10,validate
32375,belly dancing,wYK_7na0Jns,16,26,validate
32394,country line dancing,wbzDzPaA1Sw,5,15,validate
32495,country line dancing,wr0itPPvmE4,66,76,validate
32543,robot dancing,x1uTxc4FxfU,55,65,validate
32557,robot dancing,x6bTzCQrJ6k,0,10,validate
32577,belly dancing,x9sq4NCgYNo,58,68,validate
32690,robot dancing,xaUiknwU30I,5,15,validate
32763,country line dancing,xqQsSv95pD0,69,79,validate
32847,country line dancing,yAJJQfyh4tw,287,297,validate
32958,country line dancing,ycXqO553XGA,283,293,validate
33014,country line dancing,yr7aftSsnGw,192,202,validate
33085,country line dancing,z7mxtTUYlzQ,138,148,validate
33228,belly dancing,ze_B660uf0A,125,135,validate
33273,country line dancing,zoYo34P8lyM,216,226,validate
33311,country line dancing,zy7uvdwyK8k,3,13,validate
